model,config,sum_rmse,rmse_lo,rmse_hi,time_s,status
SVM,"{""gamma"": 0.0078125, ""C"": 0.5}",0.45689,0.47683,0.43695,0.03,ok
SVM,"{""gamma"": 0.0078125, ""C"": 0.7071067811865476}",0.48708,0.49101,0.48315,0.03,ok
SVM,"{""gamma"": 0.0078125, ""C"": 1.0}",0.49069,0.49814,0.48325,0.03,ok
SVM,"{""gamma"": 0.0078125, ""C"": 1.4142135623730951}",0.53746,0.49325,0.58168,0.04,ok
SVM,"{""gamma"": 0.0078125, ""C"": 2.0}",0.5397,0.49839,0.58101,0.05,ok
SVM,"{""gamma"": 0.0078125, ""C"": 2.8284271247461903}",0.55372,0.52735,0.58008,0.05,ok
SVM,"{""gamma"": 0.0078125, ""C"": 4.0}",0.57434,0.55041,0.59827,0.07,ok
SVM,"{""gamma"": 0.0078125, ""C"": 5.656854249492381}",0.574,0.55017,0.59782,0.07,ok
SVM,"{""gamma"": 0.0078125, ""C"": 8.0}",0.57364,0.54983,0.59745,0.08,ok
SVM,"{""gamma"": 0.0078125, ""C"": 11.313708498984761}",0.5779,0.55835,0.59745,0.12,ok
SVM,"{""gamma"": 0.0078125, ""C"": 16.0}",0.57805,0.55764,0.59847,0.11,ok
SVM,"{""gamma"": 0.0078125, ""C"": 22.627416997969522}",0.57926,0.55655,0.60196,0.14,ok
SVM,"{""gamma"": 0.0078125, ""C"": 32.0}",0.58297,0.55501,0.61093,0.13,ok
SVM,"{""gamma"": 0.0078125, ""C"": 45.254833995939045}",0.59204,0.55284,0.63124,0.15,ok
SVM,"{""gamma"": 0.0078125, ""C"": 64.0}",0.61175,0.54978,0.67372,0.15,ok
SVM,"{""gamma"": 0.0078125, ""C"": 90.50966799187809}",0.63461,0.54546,0.72377,0.22,ok
SVM,"{""gamma"": 0.0078125, ""C"": 128.0}",0.62578,0.53939,0.71217,0.2,ok
SVM,"{""gamma"": 0.0078125, ""C"": 181.01933598375618}",0.61186,0.52788,0.69584,0.23,ok
SVM,"{""gamma"": 0.0078125, ""C"": 256.0}",0.59992,0.52699,0.67286,0.24,ok
SVM,"{""gamma"": 0.0078125, ""C"": 362.03867196751236}",0.57959,0.51856,0.64061,0.23,ok
SVM,"{""gamma"": 0.0078125, ""C"": 512.0}",0.55337,0.51111,0.59564,0.26,ok
SVM,"{""gamma"": 0.0078125, ""C"": 724.0773439350247}",0.51304,0.4925,0.53358,0.26,ok
SVM,"{""gamma"": 0.0078125, ""C"": 1024.0}",0.46411,0.47794,0.45028,0.32,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.0009765625}",0.98832,0.92486,1.05179,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.0013810679320049757}",0.98221,0.91863,1.04579,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.001953125}",0.97358,0.90983,1.03733,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.0027621358640099515}",0.96236,0.89743,1.02729,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.00390625}",0.9469,0.88256,1.01124,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.005524271728019903}",0.92577,0.85914,0.99241,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.0078125}",0.89937,0.83132,0.96742,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.011048543456039806}",0.86461,0.79465,0.93457,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.015625}",0.81893,0.75649,0.88137,0.01,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.02209708691207961}",0.76492,0.70587,0.82397,0.02,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.03125}",0.72311,0.67045,0.77576,0.02,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.04419417382415922}",0.65228,0.60006,0.70449,0.02,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.0625}",0.58824,0.53284,0.64364,0.03,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.08838834764831845}",0.53207,0.48908,0.57506,0.03,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.125}",0.48644,0.46731,0.50557,0.03,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.1767766952966369}",0.44819,0.44767,0.4487,0.02,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.25}",0.44833,0.45945,0.4372,0.04,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.3535533905932738}",0.45016,0.46631,0.43401,0.02,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.5}",0.46021,0.48639,0.43402,0.04,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 0.7071067811865476}",0.48379,0.48944,0.47814,0.04,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 1.0}",0.48698,0.49573,0.47824,0.05,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 1.4142135623730951}",0.53528,0.49559,0.57497,0.05,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 2.0}",0.54763,0.52126,0.57399,0.04,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 2.8284271247461903}",0.56262,0.55263,0.57262,0.06,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 4.0}",0.57193,0.55228,0.59158,0.07,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 5.656854249492381}",0.57137,0.5518,0.59094,0.08,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 8.0}",0.57558,0.56061,0.59054,0.09,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 11.313708498984761}",0.57529,0.55956,0.59102,0.1,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 16.0}",0.57591,0.55808,0.59375,0.12,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 22.627416997969522}",0.57895,0.55625,0.60164,0.12,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 32.0}",0.58685,0.55318,0.62052,0.14,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 45.254833995939045}",0.605,0.54885,0.66116,0.15,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 64.0}",0.62179,0.54276,0.70082,0.19,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 90.50966799187809}",0.60952,0.53421,0.68484,0.15,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 128.0}",0.59435,0.52634,0.66236,0.18,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 181.01933598375618}",0.57576,0.5207,0.63083,0.19,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 256.0}",0.54861,0.51036,0.58686,0.22,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 362.03867196751236}",0.51059,0.49495,0.52622,0.27,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 512.0}",0.46145,0.47798,0.44491,0.25,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 724.0773439350247}",0.41163,0.47798,0.34527,0.32,ok
SVM,"{""gamma"": 0.011048543456039806, ""C"": 1024.0}",0.37905,0.47798,0.28013,0.32,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.0009765625}",0.98846,0.92505,1.05187,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.0013810679320049757}",0.9824,0.91889,1.04592,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.001953125}",0.97385,0.9102,1.0375,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.0027621358640099515}",0.96274,0.89795,1.02753,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.00390625}",0.94742,0.88327,1.01157,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.005524271728019903}",0.9265,0.86014,0.99286,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.0078125}",0.90033,0.83266,0.968,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.011048543456039806}",0.86588,0.79643,0.93534,0.01,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.015625}",0.8206,0.75879,0.8824,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.02209708691207961}",0.76523,0.70718,0.82327,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.03125}",0.72347,0.67171,0.77523,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.04419417382415922}",0.65411,0.60241,0.70581,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.0625}",0.59085,0.53701,0.64469,0.03,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.08838834764831845}",0.53445,0.49361,0.57529,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.125}",0.48795,0.47067,0.50523,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.1767766952966369}",0.44813,0.45015,0.4461,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.25}",0.44899,0.46338,0.4346,0.03,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.3535533905932738}",0.44842,0.46605,0.43078,0.02,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.5}",0.46197,0.4939,0.43004,0.04,ok
SVM,"{""gamma"": 0.015625, ""C"": 0.7071067811865476}",0.48516,0.4991,0.47122,0.04,ok
SVM,"{""gamma"": 0.015625, ""C"": 1.0}",0.48513,0.499,0.47127,0.04,ok
SVM,"{""gamma"": 0.015625, ""C"": 1.4142135623730951}",0.5396,0.51369,0.56552,0.04,ok
SVM,"{""gamma"": 0.015625, ""C"": 2.0}",0.55988,0.55572,0.56403,0.05,ok
SVM,"{""gamma"": 0.015625, ""C"": 2.8284271247461903}",0.55861,0.55523,0.56199,0.06,ok
SVM,"{""gamma"": 0.015625, ""C"": 4.0}",0.56819,0.55455,0.58184,0.07,ok
SVM,"{""gamma"": 0.015625, ""C"": 5.656854249492381}",0.568,0.55508,0.58093,0.07,ok
SVM,"{""gamma"": 0.015625, ""C"": 8.0}",0.57145,0.56224,0.58066,0.09,ok
SVM,"{""gamma"": 0.015625, ""C"": 11.313708498984761}",0.57124,0.56014,0.58233,0.11,ok
SVM,"{""gamma"": 0.015625, ""C"": 16.0}",0.57298,0.55718,0.58877,0.12,ok
SVM,"{""gamma"": 0.015625, ""C"": 22.627416997969522}",0.57962,0.55354,0.60569,0.14,ok
SVM,"{""gamma"": 0.015625, ""C"": 32.0}",0.59565,0.54742,0.64387,0.13,ok
SVM,"{""gamma"": 0.015625, ""C"": 45.254833995939045}",0.60424,0.53883,0.66964,0.15,ok
SVM,"{""gamma"": 0.015625, ""C"": 64.0}",0.58634,0.52482,0.64785,0.18,ok
SVM,"{""gamma"": 0.015625, ""C"": 90.50966799187809}",0.57051,0.52372,0.6173,0.18,ok
SVM,"{""gamma"": 0.015625, ""C"": 128.0}",0.5428,0.5109,0.57471,0.2,ok
SVM,"{""gamma"": 0.015625, ""C"": 181.01933598375618}",0.50722,0.49841,0.51604,0.2,ok
SVM,"{""gamma"": 0.015625, ""C"": 256.0}",0.45776,0.47805,0.43746,0.2,ok
SVM,"{""gamma"": 0.015625, ""C"": 362.03867196751236}",0.40975,0.47804,0.34146,0.28,ok
SVM,"{""gamma"": 0.015625, ""C"": 512.0}",0.37838,0.47804,0.27872,0.27,ok
SVM,"{""gamma"": 0.015625, ""C"": 724.0773439350247}",0.37491,0.47803,0.27179,0.31,ok
SVM,"{""gamma"": 0.015625, ""C"": 1024.0}",0.3747,0.47801,0.27139,0.38,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.0009765625}",0.98865,0.9253,1.05199,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.0013810679320049757}",0.98266,0.91924,1.04608,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.001953125}",0.97422,0.9107,1.03774,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.0027621358640099515}",0.96326,0.89866,1.02785,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.00390625}",0.94814,0.88425,1.01202,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.005524271728019903}",0.9275,0.86152,0.99348,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.0078125}",0.90165,0.8345,0.96881,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.011048543456039806}",0.86637,0.79635,0.9364,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.015625}",0.8229,0.76195,0.88385,0.01,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.02209708691207961}",0.76706,0.70905,0.82506,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.03125}",0.72405,0.67357,0.77454,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.04419417382415922}",0.65666,0.60566,0.70767,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.0625}",0.59236,0.53853,0.64619,0.03,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.08838834764831845}",0.53779,0.49996,0.57563,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.125}",0.49012,0.47542,0.50482,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.1767766952966369}",0.44811,0.45373,0.44248,0.02,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.25}",0.45005,0.469,0.43111,0.03,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.3535533905932738}",0.44828,0.47017,0.42639,0.03,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.5}",0.46137,0.49805,0.42469,0.03,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 0.7071067811865476}",0.4827,0.50369,0.46171,0.04,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 1.0}",0.48473,0.50489,0.46456,0.04,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 1.4142135623730951}",0.54689,0.54159,0.5522,0.04,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 2.0}",0.55463,0.55932,0.54994,0.04,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 2.8284271247461903}",0.55259,0.55834,0.54683,0.06,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 4.0}",0.56228,0.55696,0.56761,0.08,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 5.656854249492381}",0.5661,0.56586,0.56634,0.08,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 8.0}",0.56474,0.56289,0.5666,0.09,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 11.313708498984761}",0.56489,0.5587,0.57109,0.13,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 16.0}",0.56962,0.55383,0.58541,0.13,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 22.627416997969522}",0.58277,0.54519,0.62035,0.13,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 32.0}",0.57511,0.52222,0.628,0.15,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 45.254833995939045}",0.56128,0.52378,0.59878,0.16,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 64.0}",0.53647,0.51486,0.55808,0.17,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 90.50966799187809}",0.50265,0.50322,0.50207,0.19,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 128.0}",0.45268,0.47814,0.42722,0.18,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 181.01933598375618}",0.40714,0.47813,0.33616,0.2,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 256.0}",0.37745,0.47811,0.2768,0.21,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 362.03867196751236}",0.37402,0.47809,0.26995,0.27,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 512.0}",0.37376,0.47806,0.26946,0.36,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 724.0773439350247}",0.37371,0.478,0.26941,0.32,ok
SVM,"{""gamma"": 0.02209708691207961, ""C"": 1024.0}",0.37364,0.47793,0.26935,0.34,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.0009765625}",0.9889,0.92564,1.05216,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.0013810679320049757}",0.98302,0.91972,1.04632,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.001953125}",0.97472,0.91138,1.03807,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.0027621358640099515}",0.96396,0.89962,1.0283,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.00390625}",0.94911,0.88557,1.01265,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.005524271728019903}",0.92885,0.86337,0.99433,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.0078125}",0.90344,0.83697,0.96992,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.011048543456039806}",0.8668,0.79573,0.93786,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.015625}",0.82602,0.76621,0.88584,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.02209708691207961}",0.76963,0.71172,0.82754,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.03125}",0.72499,0.6763,0.77368,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.04419417382415922}",0.6602,0.61012,0.71028,0.01,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.0625}",0.5944,0.54048,0.64833,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.08838834764831845}",0.54212,0.50808,0.57617,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.125}",0.4934,0.48241,0.5044,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.1767766952966369}",0.44819,0.45889,0.43748,0.02,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.25}",0.45008,0.47362,0.42653,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.3535533905932738}",0.44968,0.47883,0.42052,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.5}",0.45658,0.4955,0.41766,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 0.7071067811865476}",0.47516,0.50149,0.44882,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 1.0}",0.48306,0.50821,0.45791,0.03,ok
SVM,"{""gamma"": 0.03125, ""C"": 1.4142135623730951}",0.5492,0.5649,0.5335,0.04,ok
SVM,"{""gamma"": 0.03125, ""C"": 2.0}",0.54675,0.56351,0.53,0.05,ok
SVM,"{""gamma"": 0.03125, ""C"": 2.8284271247461903}",0.54339,0.56154,0.52523,0.06,ok
SVM,"{""gamma"": 0.03125, ""C"": 4.0}",0.55849,0.57024,0.54673,0.07,ok
SVM,"{""gamma"": 0.03125, ""C"": 5.656854249492381}",0.55578,0.56642,0.54515,0.07,ok
SVM,"{""gamma"": 0.03125, ""C"": 8.0}",0.55149,0.55591,0.54708,0.08,ok
SVM,"{""gamma"": 0.03125, ""C"": 11.313708498984761}",0.55199,0.54595,0.55804,0.08,ok
SVM,"{""gamma"": 0.03125, ""C"": 16.0}",0.55673,0.52457,0.58888,0.11,ok
SVM,"{""gamma"": 0.03125, ""C"": 22.627416997969522}",0.54695,0.52012,0.57377,0.12,ok
SVM,"{""gamma"": 0.03125, ""C"": 32.0}",0.52802,0.52044,0.53559,0.13,ok
SVM,"{""gamma"": 0.03125, ""C"": 45.254833995939045}",0.49402,0.5049,0.48315,0.15,ok
SVM,"{""gamma"": 0.03125, ""C"": 64.0}",0.44805,0.48279,0.4133,0.17,ok
SVM,"{""gamma"": 0.03125, ""C"": 90.50966799187809}",0.40356,0.47826,0.32887,0.17,ok
SVM,"{""gamma"": 0.03125, ""C"": 128.0}",0.37619,0.47822,0.27417,0.2,ok
SVM,"{""gamma"": 0.03125, ""C"": 181.01933598375618}",0.3728,0.47817,0.26744,0.25,ok
SVM,"{""gamma"": 0.03125, ""C"": 256.0}",0.37245,0.47809,0.2668,0.28,ok
SVM,"{""gamma"": 0.03125, ""C"": 362.03867196751236}",0.37235,0.47798,0.26672,0.27,ok
SVM,"{""gamma"": 0.03125, ""C"": 512.0}",0.37221,0.47782,0.2666,0.29,ok
SVM,"{""gamma"": 0.03125, ""C"": 724.0773439350247}",0.37202,0.4776,0.26643,0.29,ok
SVM,"{""gamma"": 0.03125, ""C"": 1024.0}",0.37174,0.47729,0.26619,0.34,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.0009765625}",0.98924,0.92609,1.05238,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.0013810679320049757}",0.9835,0.92036,1.04663,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.001953125}",0.9754,0.91228,1.03852,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.0027621358640099515}",0.9649,0.90089,1.02891,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.00390625}",0.95041,0.88731,1.0135,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.005524271728019903}",0.93066,0.86583,0.99549,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.0078125}",0.90584,0.84025,0.97143,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.011048543456039806}",0.87009,0.80031,0.93986,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.015625}",0.83021,0.77184,0.88857,0.01,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.02209708691207961}",0.77442,0.71788,0.83095,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.03125}",0.72935,0.68436,0.77434,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.04419417382415922}",0.66505,0.61617,0.71393,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.0625}",0.59732,0.54325,0.65139,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.08838834764831845}",0.54157,0.50611,0.57703,0.04,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.125}",0.4977,0.4938,0.5016,0.03,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.1767766952966369}",0.44872,0.46628,0.43117,0.02,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.25}",0.44861,0.47646,0.42076,0.04,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.3535533905932738}",0.45184,0.49077,0.41292,0.03,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.5}",0.45247,0.4962,0.40875,0.04,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 0.7071067811865476}",0.46532,0.49896,0.43168,0.05,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 1.0}",0.47407,0.5,0.44813,0.03,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 1.4142135623730951}",0.53724,0.56704,0.50744,0.05,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 2.0}",0.53155,0.56113,0.50196,0.05,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 2.8284271247461903}",0.52392,0.55328,0.49456,0.06,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 4.0}",0.53618,0.55604,0.51633,0.07,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 5.656854249492381}",0.52968,0.54431,0.51506,0.09,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 8.0}",0.52626,0.53065,0.52187,0.09,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 11.313708498984761}",0.52984,0.51901,0.54066,0.11,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 16.0}",0.51108,0.51636,0.50579,0.12,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 22.627416997969522}",0.48372,0.50941,0.45803,0.14,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 32.0}",0.44289,0.49103,0.39474,0.16,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 45.254833995939045}",0.39872,0.47845,0.319,0.16,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 64.0}",0.3745,0.47837,0.27064,0.17,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 90.50966799187809}",0.37116,0.47825,0.26406,0.19,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 128.0}",0.37065,0.47808,0.26322,0.24,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 181.01933598375618}",0.37045,0.47785,0.26305,0.24,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 256.0}",0.37017,0.47751,0.26282,0.24,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 362.03867196751236}",0.36977,0.47704,0.2625,0.24,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 512.0}",0.36921,0.47637,0.26204,0.27,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 724.0773439350247}",0.3542,0.44783,0.26058,0.28,ok
SVM,"{""gamma"": 0.04419417382415922, ""C"": 1024.0}",0.33029,0.40196,0.25862,0.29,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.0009765625}",0.98968,0.92668,1.05268,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.0013810679320049757}",0.98412,0.92119,1.04706,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.001953125}",0.97628,0.91344,1.03911,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.0027621358640099515}",0.96613,0.90253,1.02972,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.00390625}",0.9521,0.88957,1.01464,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.005524271728019903}",0.93302,0.869,0.99705,0.02,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.0078125}",0.90778,0.84211,0.97346,0.02,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.011048543456039806}",0.87439,0.80623,0.94254,0.02,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.015625}",0.83568,0.77911,0.89225,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.02209708691207961}",0.7777,0.72259,0.83281,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.03125}",0.73457,0.69005,0.77908,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.04419417382415922}",0.67327,0.62753,0.71901,0.01,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.0625}",0.60511,0.55446,0.65575,0.02,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.08838834764831845}",0.54729,0.51617,0.57842,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.125}",0.49532,0.49741,0.49324,0.04,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.1767766952966369}",0.451,0.47665,0.42535,0.02,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.25}",0.44751,0.48107,0.41394,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.3535533905932738}",0.45489,0.50628,0.40349,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.5}",0.45191,0.50625,0.39757,0.05,ok
SVM,"{""gamma"": 0.0625, ""C"": 0.7071067811865476}",0.45756,0.5056,0.40951,0.06,ok
SVM,"{""gamma"": 0.0625, ""C"": 1.0}",0.4768,0.51986,0.43374,0.03,ok
SVM,"{""gamma"": 0.0625, ""C"": 1.4142135623730951}",0.51281,0.554,0.47162,0.04,ok
SVM,"{""gamma"": 0.0625, ""C"": 2.0}",0.50474,0.54644,0.46304,0.04,ok
