model,config,sum_rmse,rmse_lo,rmse_hi,time_s,status
SVM,"{""gamma"": 2.0, ""C"": 0.0078125}",0.95942,0.89594,1.02289,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.011048543456039806}",0.94344,0.87786,1.00902,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.015625}",0.9189,0.85244,0.98537,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.02209708691207961}",0.88849,0.81877,0.95821,0.02,ok
SVM,"{""gamma"": 2.0, ""C"": 0.03125}",0.85499,0.78959,0.92039,0.03,ok
SVM,"{""gamma"": 2.0, ""C"": 0.04419417382415922}",0.81115,0.76202,0.86027,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.0625}",0.75978,0.72093,0.79864,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.08838834764831845}",0.68219,0.65663,0.70776,0.01,ok
SVM,"{""gamma"": 2.0, ""C"": 0.125}",0.60883,0.57823,0.63943,0.04,ok
SVM,"{""gamma"": 2.0, ""C"": 0.1767766952966369}",0.53675,0.53652,0.53698,0.03,ok
SVM,"{""gamma"": 2.0, ""C"": 0.25}",0.42094,0.39644,0.44545,0.02,ok
SVM,"{""gamma"": 2.0, ""C"": 0.3535533905932738}",0.32296,0.32762,0.31831,0.04,ok
SVM,"{""gamma"": 2.0, ""C"": 0.5}",0.28988,0.31531,0.26444,0.06,ok
SVM,"{""gamma"": 2.0, ""C"": 0.7071067811865476}",0.27531,0.30272,0.2479,0.06,ok
SVM,"{""gamma"": 2.0, ""C"": 1.0}",0.22091,0.23987,0.20196,0.06,ok
SVM,"{""gamma"": 2.0, ""C"": 1.4142135623730951}",0.18154,0.19686,0.16622,0.07,ok
SVM,"{""gamma"": 2.0, ""C"": 2.0}",0.17637,0.19093,0.1618,0.08,ok
SVM,"{""gamma"": 2.0, ""C"": 2.8284271247461903}",0.15953,0.18521,0.13385,0.07,ok
SVM,"{""gamma"": 2.0, ""C"": 4.0}",0.15461,0.18007,0.12916,0.07,ok
SVM,"{""gamma"": 2.0, ""C"": 5.656854249492381}",0.15192,0.1773,0.12653,0.09,ok
SVM,"{""gamma"": 2.0, ""C"": 8.0}",0.15801,0.18485,0.13117,0.09,ok
SVM,"{""gamma"": 2.0, ""C"": 11.313708498984761}",0.17438,0.1965,0.15225,0.1,ok
SVM,"{""gamma"": 2.0, ""C"": 16.0}",0.19423,0.2146,0.17386,0.1,ok
SVM,"{""gamma"": 2.0, ""C"": 22.627416997969522}",0.21412,0.24267,0.18557,0.11,ok
SVM,"{""gamma"": 2.0, ""C"": 32.0}",0.22208,0.25349,0.19068,0.13,ok
SVM,"{""gamma"": 2.0, ""C"": 45.254833995939045}",0.23275,0.2673,0.1982,0.18,ok
SVM,"{""gamma"": 2.0, ""C"": 64.0}",0.24091,0.27518,0.20665,0.17,ok
SVM,"{""gamma"": 2.0, ""C"": 90.50966799187809}",0.24615,0.27646,0.21584,0.15,ok
SVM,"{""gamma"": 2.0, ""C"": 128.0}",0.25427,0.27832,0.23022,0.19,ok
SVM,"{""gamma"": 2.0, ""C"": 181.01933598375618}",0.26693,0.28104,0.25282,0.26,ok
SVM,"{""gamma"": 2.0, ""C"": 256.0}",0.27994,0.28504,0.27483,0.27,ok
SVM,"{""gamma"": 2.0, ""C"": 362.03867196751236}",0.29584,0.29102,0.30066,0.32,ok
SVM,"{""gamma"": 2.0, ""C"": 512.0}",0.30723,0.30005,0.31442,0.26,ok
SVM,"{""gamma"": 2.0, ""C"": 724.0773439350247}",0.32281,0.31068,0.33495,0.35,ok
SVM,"{""gamma"": 2.0, ""C"": 1024.0}",0.34484,0.32394,0.36574,0.42,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.0009765625}",0.99813,0.93497,1.06129,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.0013810679320049757}",0.99607,0.9329,1.05923,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.001953125}",0.99314,0.92998,1.05631,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.0027621358640099515}",0.98901,0.92585,1.05218,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.00390625}",0.98317,0.92001,1.04634,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.005524271728019903}",0.97528,0.91176,1.03879,0.02,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.0078125}",0.9645,0.90013,1.02886,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.011048543456039806}",0.9504,0.88374,1.01706,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.015625}",0.92871,0.86069,0.99673,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.02209708691207961}",0.89833,0.82837,0.96829,0.01,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.03125}",0.86688,0.79325,0.94052,0.02,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.04419417382415922}",0.82815,0.76767,0.88863,0.03,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.0625}",0.77805,0.73019,0.8259,0.02,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.08838834764831845}",0.71518,0.68183,0.74853,0.02,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.125}",0.63724,0.5981,0.67638,0.03,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.1767766952966369}",0.57499,0.56265,0.58733,0.03,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.25}",0.46844,0.43944,0.49745,0.02,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.3535533905932738}",0.3498,0.33966,0.35993,0.05,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.5}",0.29728,0.31974,0.27481,0.05,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 0.7071067811865476}",0.2819,0.30848,0.25532,0.06,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 1.0}",0.2465,0.27376,0.21925,0.08,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 1.4142135623730951}",0.20278,0.21458,0.19098,0.09,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 2.0}",0.18451,0.20383,0.16519,0.07,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 2.8284271247461903}",0.18253,0.20756,0.15749,0.08,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 4.0}",0.18349,0.2079,0.15908,0.07,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 5.656854249492381}",0.18968,0.20389,0.17546,0.1,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 8.0}",0.19926,0.21773,0.18078,0.09,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 11.313708498984761}",0.21289,0.23871,0.18706,0.1,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 16.0}",0.22383,0.25107,0.19659,0.13,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 22.627416997969522}",0.22965,0.25325,0.20604,0.13,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 32.0}",0.23773,0.25642,0.21903,0.12,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 45.254833995939045}",0.24828,0.26105,0.2355,0.14,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 64.0}",0.25705,0.26788,0.24621,0.18,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 90.50966799187809}",0.26521,0.27812,0.2523,0.16,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 128.0}",0.27553,0.2892,0.26186,0.19,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 181.01933598375618}",0.28941,0.30175,0.27706,0.19,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 256.0}",0.31208,0.32277,0.30139,0.24,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 362.03867196751236}",0.349,0.35783,0.34016,0.24,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 512.0}",0.4081,0.41518,0.40103,0.26,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 724.0773439350247}",0.49823,0.50294,0.49352,0.29,ok
SVM,"{""gamma"": 2.8284271247461903, ""C"": 1024.0}",0.59204,0.54963,0.63445,0.37,ok
SVM,"{""gamma"": 4.0, ""C"": 0.0009765625}",0.99875,0.93551,1.06199,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.0013810679320049757}",0.99694,0.93366,1.06021,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.001953125}",0.99437,0.93105,1.0577,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.0027621358640099515}",0.99075,0.92736,1.05415,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.00390625}",0.98563,0.92214,1.04912,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.005524271728019903}",0.9784,0.91477,1.04202,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.0078125}",0.96926,0.90438,1.03415,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.011048543456039806}",0.95613,0.88973,1.02252,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.015625}",0.93793,0.8691,1.00676,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.02209708691207961}",0.91117,0.84015,0.98219,0.01,ok
SVM,"{""gamma"": 4.0, ""C"": 0.03125}",0.8788,0.80501,0.95259,0.02,ok
SVM,"{""gamma"": 4.0, ""C"": 0.04419417382415922}",0.8466,0.77954,0.91367,0.02,ok
SVM,"{""gamma"": 4.0, ""C"": 0.0625}",0.79324,0.73571,0.85078,0.02,ok
SVM,"{""gamma"": 4.0, ""C"": 0.08838834764831845}",0.7448,0.70063,0.78897,0.02,ok
SVM,"{""gamma"": 4.0, ""C"": 0.125}",0.66486,0.62197,0.70775,0.03,ok
SVM,"{""gamma"": 4.0, ""C"": 0.1767766952966369}",0.60749,0.59047,0.62451,0.03,ok
SVM,"{""gamma"": 4.0, ""C"": 0.25}",0.50543,0.48935,0.52151,0.03,ok
SVM,"{""gamma"": 4.0, ""C"": 0.3535533905932738}",0.39223,0.3793,0.40517,0.04,ok
SVM,"{""gamma"": 4.0, ""C"": 0.5}",0.31817,0.34683,0.28952,0.05,ok
SVM,"{""gamma"": 4.0, ""C"": 0.7071067811865476}",0.29377,0.32559,0.26195,0.06,ok
SVM,"{""gamma"": 4.0, ""C"": 1.0}",0.27476,0.30379,0.24573,0.07,ok
SVM,"{""gamma"": 4.0, ""C"": 1.4142135623730951}",0.22152,0.22967,0.21336,0.06,ok
SVM,"{""gamma"": 4.0, ""C"": 2.0}",0.20419,0.21928,0.1891,0.07,ok
SVM,"{""gamma"": 4.0, ""C"": 2.8284271247461903}",0.20632,0.22895,0.18368,0.08,ok
SVM,"{""gamma"": 4.0, ""C"": 4.0}",0.21459,0.23876,0.19043,0.09,ok
SVM,"{""gamma"": 4.0, ""C"": 5.656854249492381}",0.22284,0.24489,0.20079,0.09,ok
SVM,"{""gamma"": 4.0, ""C"": 8.0}",0.23147,0.24734,0.21561,0.09,ok
SVM,"{""gamma"": 4.0, ""C"": 11.313708498984761}",0.23969,0.25111,0.22827,0.1,ok
SVM,"{""gamma"": 4.0, ""C"": 16.0}",0.24218,0.25455,0.22981,0.12,ok
SVM,"{""gamma"": 4.0, ""C"": 22.627416997969522}",0.24611,0.25992,0.2323,0.11,ok
SVM,"{""gamma"": 4.0, ""C"": 32.0}",0.25265,0.26887,0.23643,0.12,ok
SVM,"{""gamma"": 4.0, ""C"": 45.254833995939045}",0.26353,0.28362,0.24344,0.14,ok
SVM,"{""gamma"": 4.0, ""C"": 64.0}",0.28134,0.30803,0.25465,0.15,ok
SVM,"{""gamma"": 4.0, ""C"": 90.50966799187809}",0.31119,0.34806,0.27433,0.17,ok
SVM,"{""gamma"": 4.0, ""C"": 128.0}",0.3604,0.41225,0.30855,0.17,ok
SVM,"{""gamma"": 4.0, ""C"": 181.01933598375618}",0.43223,0.49884,0.36562,0.18,ok
SVM,"{""gamma"": 4.0, ""C"": 256.0}",0.49126,0.5265,0.45601,0.25,ok
SVM,"{""gamma"": 4.0, ""C"": 362.03867196751236}",0.53889,0.52756,0.55022,0.23,ok
SVM,"{""gamma"": 4.0, ""C"": 512.0}",0.54597,0.53033,0.56161,0.25,ok
SVM,"{""gamma"": 4.0, ""C"": 724.0773439350247}",0.55027,0.52452,0.57603,0.24,ok
SVM,"{""gamma"": 4.0, ""C"": 1024.0}",0.55393,0.5151,0.59276,0.3,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.0009765625}",0.99932,0.93604,1.0626,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.0013810679320049757}",0.99774,0.93441,1.06108,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.001953125}",0.99551,0.9321,1.05893,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.0027621358640099515}",0.99236,0.92885,1.05588,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.00390625}",0.98791,0.92425,1.05158,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.005524271728019903}",0.98162,0.91775,1.04549,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.0078125}",0.97336,0.90858,1.03815,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.011048543456039806}",0.96154,0.89565,1.02744,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.015625}",0.94649,0.87744,1.01555,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.02209708691207961}",0.92322,0.85185,0.99459,0.01,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.03125}",0.89109,0.81604,0.96614,0.02,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.04419417382415922}",0.86454,0.79532,0.93377,0.02,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.0625}",0.81724,0.75271,0.88176,0.02,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.08838834764831845}",0.7682,0.70778,0.82862,0.02,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.125}",0.69749,0.65739,0.7376,0.03,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.1767766952966369}",0.64435,0.61752,0.67117,0.03,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.25}",0.55172,0.54191,0.56154,0.03,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.3535533905932738}",0.45171,0.4277,0.47572,0.03,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.5}",0.34951,0.38896,0.31006,0.04,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 0.7071067811865476}",0.30978,0.35811,0.26145,0.05,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 1.0}",0.28584,0.32811,0.24357,0.05,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 1.4142135623730951}",0.24312,0.27062,0.21562,0.05,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 2.0}",0.23036,0.24829,0.21243,0.07,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 2.8284271247461903}",0.23723,0.25411,0.22035,0.08,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 4.0}",0.2421,0.25692,0.22729,0.09,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 5.656854249492381}",0.24482,0.26128,0.22836,0.09,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 8.0}",0.24848,0.2682,0.22876,0.11,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 11.313708498984761}",0.25456,0.27934,0.22978,0.12,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 16.0}",0.26481,0.29749,0.23212,0.11,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 22.627416997969522}",0.28214,0.32712,0.23717,0.11,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 32.0}",0.31123,0.37492,0.24755,0.11,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 45.254833995939045}",0.3591,0.45032,0.26787,0.12,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 64.0}",0.3957,0.48596,0.30544,0.13,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 90.50966799187809}",0.43427,0.49895,0.36958,0.14,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 128.0}",0.48514,0.49784,0.47243,0.14,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 181.01933598375618}",0.49439,0.49735,0.49142,0.19,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 256.0}",0.49697,0.49275,0.50118,0.17,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 362.03867196751236}",0.50661,0.49679,0.51642,0.19,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 512.0}",0.52523,0.51024,0.54023,0.21,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 724.0773439350247}",0.5554,0.5329,0.5779,0.24,ok
SVM,"{""gamma"": 5.656854249492381, ""C"": 1024.0}",0.59401,0.5713,0.61672,0.23,ok
SVM,"{""gamma"": 8.0, ""C"": 0.0009765625}",0.99984,0.93654,1.06314,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.0013810679320049757}",0.99848,0.93512,1.06184,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.001953125}",0.99656,0.93311,1.06,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.0027621358640099515}",0.99384,0.93028,1.05741,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.00390625}",0.99,0.92626,1.05373,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.005524271728019903}",0.98457,0.9206,1.04854,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.0078125}",0.9769,0.9126,1.0412,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.011048543456039806}",0.96728,0.90133,1.03323,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.015625}",0.95432,0.88544,1.02321,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.02209708691207961}",0.93426,0.8631,1.00542,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.03125}",0.90605,0.8318,0.9803,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.04419417382415922}",0.87596,0.80325,0.94867,0.02,ok
SVM,"{""gamma"": 8.0, ""C"": 0.0625}",0.84073,0.77249,0.90897,0.01,ok
SVM,"{""gamma"": 8.0, ""C"": 0.08838834764831845}",0.78653,0.72389,0.84916,0.02,ok
SVM,"{""gamma"": 8.0, ""C"": 0.125}",0.73146,0.67943,0.7835,0.02,ok
SVM,"{""gamma"": 8.0, ""C"": 0.1767766952966369}",0.68165,0.64334,0.71997,0.03,ok
SVM,"{""gamma"": 8.0, ""C"": 0.25}",0.60563,0.59476,0.61649,0.03,ok
SVM,"{""gamma"": 8.0, ""C"": 0.3535533905932738}",0.51048,0.48921,0.53175,0.03,ok
SVM,"{""gamma"": 8.0, ""C"": 0.5}",0.41001,0.43725,0.38277,0.04,ok
SVM,"{""gamma"": 8.0, ""C"": 0.7071067811865476}",0.33885,0.40387,0.27383,0.04,ok
SVM,"{""gamma"": 8.0, ""C"": 1.0}",0.30973,0.36507,0.25438,0.05,ok
SVM,"{""gamma"": 8.0, ""C"": 1.4142135623730951}",0.27728,0.31842,0.23614,0.06,ok
SVM,"{""gamma"": 8.0, ""C"": 2.0}",0.2576,0.28191,0.23329,0.06,ok
SVM,"{""gamma"": 8.0, ""C"": 2.8284271247461903}",0.25989,0.28823,0.23155,0.07,ok
SVM,"{""gamma"": 8.0, ""C"": 4.0}",0.265,0.29785,0.23215,0.07,ok
SVM,"{""gamma"": 8.0, ""C"": 5.656854249492381}",0.27309,0.31269,0.23349,0.08,ok
SVM,"{""gamma"": 8.0, ""C"": 8.0}",0.28607,0.33582,0.23633,0.08,ok
SVM,"{""gamma"": 8.0, ""C"": 11.313708498984761}",0.30675,0.37194,0.24156,0.08,ok
SVM,"{""gamma"": 8.0, ""C"": 16.0}",0.33858,0.42803,0.24913,0.08,ok
SVM,"{""gamma"": 8.0, ""C"": 22.627416997969522}",0.36762,0.46988,0.26536,0.09,ok
SVM,"{""gamma"": 8.0, ""C"": 32.0}",0.38889,0.48321,0.29456,0.1,ok
SVM,"{""gamma"": 8.0, ""C"": 45.254833995939045}",0.41636,0.48385,0.34887,0.11,ok
SVM,"{""gamma"": 8.0, ""C"": 64.0}",0.45746,0.48837,0.42655,0.13,ok
SVM,"{""gamma"": 8.0, ""C"": 90.50966799187809}",0.46499,0.49735,0.43264,0.12,ok
SVM,"{""gamma"": 8.0, ""C"": 128.0}",0.4825,0.5208,0.4442,0.12,ok
SVM,"{""gamma"": 8.0, ""C"": 181.01933598375618}",0.51336,0.56074,0.46597,0.12,ok
SVM,"{""gamma"": 8.0, ""C"": 256.0}",0.54303,0.60374,0.48232,0.14,ok
SVM,"{""gamma"": 8.0, ""C"": 362.03867196751236}",0.56618,0.63915,0.49321,0.15,ok
SVM,"{""gamma"": 8.0, ""C"": 512.0}",0.59138,0.67012,0.51264,0.17,ok
SVM,"{""gamma"": 8.0, ""C"": 724.0773439350247}",0.61447,0.71192,0.51703,0.19,ok
SVM,"{""gamma"": 8.0, ""C"": 1024.0}",0.64588,0.78027,0.5115,0.21,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.0009765625}",1.00031,0.93701,1.06361,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.0013810679320049757}",0.99915,0.93579,1.06251,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.001953125}",0.9975,0.93406,1.06095,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.0027621358640099515}",0.99518,0.93161,1.05874,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.00390625}",0.99189,0.92815,1.05562,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.005524271728019903}",0.98724,0.92326,1.05121,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.0078125}",0.98067,0.91636,1.04498,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.011048543456039806}",0.97186,0.90662,1.0371,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.015625}",0.96092,0.8929,1.02894,0.02,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.02209708691207961}",0.94422,0.87361,1.01484,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.03125}",0.92007,0.84653,0.99361,0.01,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.04419417382415922}",0.88818,0.81102,0.96534,0.02,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.0625}",0.85978,0.79009,0.92948,0.02,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.08838834764831845}",0.81108,0.7443,0.87786,0.02,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.125}",0.7632,0.69906,0.82734,0.03,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.1767766952966369}",0.7058,0.65894,0.75266,0.03,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.25}",0.65308,0.63651,0.66965,0.03,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.3535533905932738}",0.56639,0.55056,0.58221,0.04,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.5}",0.47178,0.48416,0.45939,0.04,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 0.7071067811865476}",0.38537,0.45708,0.31367,0.05,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 1.0}",0.33918,0.41073,0.26763,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 1.4142135623730951}",0.30472,0.36714,0.2423,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 2.0}",0.29001,0.33794,0.24209,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 2.8284271247461903}",0.29694,0.35182,0.24207,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 4.0}",0.30792,0.37257,0.24327,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 5.656854249492381}",0.3243,0.40379,0.2448,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 8.0}",0.34995,0.4509,0.249,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 11.313708498984761}",0.36737,0.47596,0.25879,0.07,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 16.0}",0.37909,0.47886,0.27933,0.08,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 22.627416997969522}",0.40212,0.48536,0.31889,0.08,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 32.0}",0.44167,0.50137,0.38197,0.09,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 45.254833995939045}",0.46147,0.53273,0.39021,0.1,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 64.0}",0.48939,0.5766,0.40219,0.1,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 90.50966799187809}",0.51194,0.61466,0.40923,0.12,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 128.0}",0.52899,0.63991,0.41808,0.14,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 181.01933598375618}",0.54816,0.67052,0.4258,0.13,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 256.0}",0.58367,0.72778,0.43956,0.14,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 362.03867196751236}",0.62263,0.79432,0.45093,0.17,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 512.0}",0.6717,0.85994,0.48346,0.21,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 724.0773439350247}",0.71878,0.8664,0.57115,0.23,ok
SVM,"{""gamma"": 11.313708498984761, ""C"": 1024.0}",0.74156,0.81364,0.66948,0.22,ok
SVM,"{""gamma"": 16.0, ""C"": 0.0009765625}",1.00073,0.93744,1.06403,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.0013810679320049757}",0.99974,0.93639,1.06309,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.001953125}",0.99834,0.93491,1.06178,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.0027621358640099515}",0.99636,0.93282,1.05991,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.00390625}",0.99357,0.92986,1.05727,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.005524271728019903}",0.98961,0.92568,1.05354,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.0078125}",0.98402,0.91977,1.04827,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.011048543456039806}",0.97613,0.91144,1.04082,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.015625}",0.96638,0.8997,1.03306,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.02209708691207961}",0.95308,0.88318,1.02299,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.03125}",0.93255,0.85998,1.00511,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.04419417382415922}",0.90394,0.82754,0.98034,0.01,ok
SVM,"{""gamma"": 16.0, ""C"": 0.0625}",0.87673,0.80465,0.94882,0.03,ok
SVM,"{""gamma"": 16.0, ""C"": 0.08838834764831845}",0.83916,0.77199,0.90633,0.02,ok
SVM,"{""gamma"": 16.0, ""C"": 0.125}",0.78549,0.72142,0.84956,0.03,ok
