model,n_train,data_seed,init_seed,picp,mpiw,sum_rmse,interval_score,time_s
XGB,300,7,4,0.835,1.6227,0.123,2.0002,0.1
XGB,300,7,5,0.84,1.6269,0.1347,2.0291,0.1
XGB,300,7,6,0.841667,1.6238,0.1313,2.0061,0.1
XGB,300,7,7,0.838333,1.632,0.1336,2.0296,0.1
XGB,300,7,8,0.818333,1.622,0.1253,2.0078,0.1
XGB,300,7,9,0.843333,1.6238,0.1366,2.029,0.11
XGB,300,7,-1,0.836667,1.6278,0.1257,2.0002,0.0
XGB,300,8,0,0.855,1.6776,0.1223,1.9958,0.11
XGB,300,8,1,0.846667,1.6563,0.1246,1.9895,0.12
XGB,300,8,2,0.845,1.6569,0.1217,1.9858,0.11
XGB,300,8,3,0.85,1.6652,0.1245,1.9938,0.11
XGB,300,8,4,0.85,1.6583,0.1218,1.9845,0.11
XGB,300,8,5,0.855,1.6663,0.1235,1.9955,0.11
XGB,300,8,6,0.858333,1.6631,0.1229,1.9874,0.11
XGB,300,8,7,0.858333,1.6804,0.1257,2.0039,0.11
XGB,300,8,8,0.851667,1.6603,0.1223,1.986,0.11
XGB,300,8,9,0.848333,1.6582,0.1225,1.9893,0.11
XGB,300,8,-1,0.855,1.6643,0.1221,1.9895,0.0
XGB,300,9,0,0.843333,1.658,0.1142,2.0002,0.12
XGB,300,9,1,0.853333,1.6602,0.1116,1.9941,0.11
XGB,300,9,2,0.838333,1.6448,0.1184,2.0026,0.11
XGB,300,9,3,0.851667,1.6591,0.1138,2.0034,0.12
XGB,300,9,4,0.85,1.665,0.1105,1.989,0.12
XGB,300,9,5,0.845,1.6464,0.1187,2.0058,0.12
XGB,300,9,6,0.846667,1.6537,0.1149,1.9957,0.12
XGB,300,9,7,0.846667,1.6551,0.114,1.9975,0.12
XGB,300,9,8,0.841667,1.6551,0.1132,1.9992,0.12
XGB,300,9,9,0.855,1.6623,0.1107,1.989,0.12
XGB,300,9,-1,0.846667,1.656,0.1132,1.9958,0.0
XGB,400,0,0,0.856667,1.7007,0.1161,2.0221,0.12
XGB,400,0,1,0.853333,1.6996,0.1191,2.0261,0.14
XGB,400,0,2,0.85,1.6974,0.1195,2.0299,0.12
XGB,400,0,3,0.85,1.6969,0.1204,2.0338,0.12
XGB,400,0,4,0.845,1.6987,0.1196,2.0344,0.11
XGB,400,0,5,0.848333,1.6961,0.1204,2.0255,0.11
XGB,400,0,6,0.851667,1.6961,0.1191,2.0233,0.12
XGB,400,0,7,0.853333,1.6989,0.1151,2.0221,0.12
XGB,400,0,8,0.85,1.6983,0.1186,2.0275,0.12
XGB,400,0,9,0.843333,1.6866,0.1231,2.0342,0.12
XGB,400,0,-1,0.85,1.6969,0.1183,2.0262,0.0
XGB,400,1,0,0.848333,1.6543,0.1336,2.0329,0.12
XGB,400,1,1,0.863333,1.6666,0.1264,2.0093,0.12
XGB,400,1,2,0.858333,1.655,0.1339,2.0389,0.12
XGB,400,1,3,0.861667,1.6621,0.1279,2.0136,0.12
XGB,400,1,4,0.853333,1.6533,0.1263,2.0202,0.11
XGB,400,1,5,0.858333,1.6655,0.131,2.0211,0.12
XGB,400,1,6,0.85,1.6586,0.1288,2.0273,0.12
XGB,400,1,7,0.858333,1.659,0.1318,2.035,0.11
XGB,400,1,8,0.86,1.6603,0.1293,2.0361,0.12
XGB,400,1,9,0.856667,1.6593,0.1284,2.0251,0.12
XGB,400,1,-1,0.855,1.6594,0.129,2.0238,0.0
XGB,400,2,0,0.838333,1.6174,0.1536,2.0459,0.12
XGB,400,2,1,0.836667,1.6237,0.1458,2.0252,0.12
XGB,400,2,2,0.815,1.5966,0.1575,2.07,0.11
XGB,400,2,3,0.835,1.6233,0.1428,2.0244,0.11
XGB,400,2,4,0.83,1.618,0.1483,2.0404,0.11
XGB,400,2,5,0.828333,1.6096,0.1481,2.0371,0.1
XGB,400,2,6,0.828333,1.6133,0.1489,2.0448,0.1
XGB,400,2,7,0.836667,1.6154,0.1527,2.0472,0.12
XGB,400,2,8,0.83,1.611,0.151,2.0409,0.12
XGB,400,2,9,0.835,1.6179,0.1511,2.0411,0.12
XGB,400,2,-1,0.828333,1.6146,0.1489,2.0384,0.0
XGB,400,3,0,0.868333,1.7259,0.112,1.9781,0.12
XGB,400,3,1,0.868333,1.711,0.1055,1.968,0.12
XGB,400,3,2,0.868333,1.7291,0.1151,1.9856,0.12
XGB,400,3,3,0.87,1.7276,0.1135,1.9821,0.12
XGB,400,3,4,0.868333,1.7149,0.108,1.9765,0.11
XGB,400,3,5,0.87,1.7175,0.1131,1.9887,0.12
XGB,400,3,6,0.868333,1.7272,0.1076,1.9675,0.12
XGB,400,3,7,0.873333,1.7257,0.1125,1.9845,0.12
XGB,400,3,8,0.871667,1.7233,0.1145,1.9831,0.12
XGB,400,3,9,0.868333,1.7202,0.1119,1.9799,0.12
XGB,400,3,-1,0.868333,1.7222,0.1106,1.9785,0.0
XGB,400,4,0,0.866667,1.6836,0.1141,1.9899,0.12
XGB,400,4,1,0.865,1.6923,0.1098,1.9844,0.12
XGB,400,4,2,0.866667,1.6857,0.1155,1.9902,0.11
XGB,400,4,3,0.868333,1.6822,0.1165,1.9973,0.12
XGB,400,4,4,0.868333,1.6809,0.1169,1.9952,0.11
XGB,400,4,5,0.871667,1.6883,0.1126,1.9858,0.12
XGB,400,4,6,0.866667,1.6815,0.1158,1.9923,0.12
XGB,400,4,7,0.863333,1.6848,0.116,1.9946,0.12
XGB,400,4,8,0.865,1.6823,0.1165,1.9865,0.12
XGB,400,4,9,0.87,1.6929,0.1125,1.985,0.12
XGB,400,4,-1,0.871667,1.6854,0.1141,1.9888,0.0
XGB,400,5,0,0.861667,1.7007,0.109,1.9948,0.12
XGB,400,5,1,0.855,1.6949,0.1059,1.9822,0.12
XGB,400,5,2,0.858333,1.7039,0.1026,1.9832,0.12
XGB,400,5,3,0.86,1.7072,0.1051,1.9877,0.11
XGB,400,5,4,0.861667,1.7082,0.1052,1.9829,0.11
XGB,400,5,5,0.856667,1.7037,0.1103,1.9936,0.12
XGB,400,5,6,0.861667,1.6972,0.1088,1.9874,0.12
XGB,400,5,7,0.856667,1.6995,0.1111,1.9937,0.11
XGB,400,5,8,0.853333,1.6988,0.1079,1.9896,0.12
XGB,400,5,9,0.855,1.6955,0.1134,2.003,0.12
XGB,400,5,-1,0.858333,1.701,0.1069,1.9871,0.0
XGB,400,6,0,0.86,1.6808,0.1087,1.9591,0.12
XGB,400,6,1,0.853333,1.674,0.1063,1.9599,0.12
XGB,400,6,2,0.855,1.6795,0.1065,1.9631,0.11
XGB,400,6,3,0.858333,1.6772,0.107,1.9588,0.12
XGB,400,6,4,0.856667,1.673,0.1089,1.9636,0.12
XGB,400,6,5,0.856667,1.6783,0.1078,1.956,0.11
XGB,400,6,6,0.86,1.6811,0.1067,1.9559,0.11
XGB,400,6,7,0.855,1.6691,0.114,1.9689,0.11
XGB,400,6,8,0.846667,1.6779,0.1059,1.9581,0.12
XGB,400,6,9,0.848333,1.6764,0.1078,1.9679,0.12
XGB,400,6,-1,0.855,1.6767,0.107,1.9593,0.0
XGB,400,7,0,0.856667,1.6813,0.0994,1.9151,0.1
XGB,400,7,1,0.853333,1.6751,0.1053,1.9218,0.11
XGB,400,7,2,0.855,1.6791,0.1133,1.9228,0.11
XGB,400,7,3,0.848333,1.6712,0.1126,1.9175,0.1
XGB,400,7,4,0.85,1.6817,0.11,1.9199,0.11
XGB,400,7,5,0.855,1.6766,0.0995,1.9082,0.13
XGB,400,7,6,0.856667,1.6802,0.0972,1.9234,0.12
XGB,400,7,7,0.848333,1.6831,0.1002,1.9119,0.12
XGB,400,7,8,0.845,1.681,0.1018,1.9143,0.12
XGB,400,7,9,0.855,1.6838,0.1037,1.9224,0.11
XGB,400,7,-1,0.851667,1.6793,0.1025,1.9137,0.0
XGB,400,8,0,0.868333,1.7031,0.1033,2.006,0.11
XGB,400,8,1,0.865,1.6894,0.1054,2.0184,0.12
XGB,400,8,2,0.866667,1.6969,0.1008,1.9956,0.12
XGB,400,8,3,0.86,1.686,0.1062,2.0238,0.12
XGB,400,8,4,0.878333,1.7183,0.1033,2.0108,0.12
XGB,400,8,5,0.863333,1.6954,0.106,2.0147,0.12
XGB,400,8,6,0.866667,1.6976,0.103,2.0239,0.12
XGB,400,8,7,0.87,1.7092,0.1009,2.0009,0.12
XGB,400,8,8,0.875,1.7005,0.1022,2.0136,0.11
XGB,400,8,9,0.88,1.714,0.1025,2.0035,0.12
XGB,400,8,-1,0.866667,1.701,0.1021,2.0087,0.0
XGB,400,9,0,0.841667,1.6478,0.1209,1.9913,0.11
XGB,400,9,1,0.845,1.647,0.1229,2.001,0.12
XGB,400,9,2,0.838333,1.648,0.1238,1.9963,0.12
XGB,400,9,3,0.85,1.6569,0.1183,1.9841,0.12
XGB,400,9,4,0.843333,1.6451,0.1226,1.9966,0.12
XGB,400,9,5,0.84,1.6494,0.1192,1.9874,0.12
XGB,400,9,6,0.843333,1.6452,0.1234,1.997,0.12
XGB,400,9,7,0.84,1.6517,0.1216,1.9911,0.12
XGB,400,9,8,0.838333,1.6436,0.1205,1.9906,0.12
XGB,400,9,9,0.841667,1.6489,0.1211,1.989,0.11
XGB,400,9,-1,0.84,1.6484,0.1207,1.9913,0.0
XGB,800,0,0,0.896667,1.7601,0.067,1.9476,0.13
XGB,800,0,1,0.89,1.7589,0.0655,1.9397,0.13
XGB,800,0,2,0.895,1.7628,0.065,1.9385,0.13
XGB,800,0,3,0.893333,1.7569,0.0652,1.9411,0.13
XGB,800,0,4,0.895,1.7654,0.0649,1.939,0.13
XGB,800,0,5,0.893333,1.7613,0.0655,1.944,0.13
XGB,800,0,6,0.885,1.7613,0.0638,1.938,0.14
XGB,800,0,7,0.891667,1.7599,0.067,1.9456,0.13
XGB,800,0,8,0.891667,1.7642,0.0655,1.9423,0.13
XGB,800,0,9,0.891667,1.7575,0.0647,1.9411,0.13
XGB,800,0,-1,0.891667,1.7608,0.0645,1.9403,0.0
XGB,800,1,0,0.875,1.7087,0.0882,1.9353,0.13
XGB,800,1,1,0.875,1.7079,0.0882,1.9379,0.13
XGB,800,1,2,0.878333,1.709,0.0878,1.9375,0.13
XGB,800,1,3,0.87,1.7073,0.0891,1.9389,0.13
XGB,800,1,4,0.873333,1.7081,0.0874,1.9368,0.13
XGB,800,1,5,0.873333,1.7113,0.0864,1.9317,0.13
XGB,800,1,6,0.871667,1.7047,0.0899,1.9406,0.11
XGB,800,1,7,0.876667,1.7136,0.0844,1.9278,0.12
XGB,800,1,8,0.868333,1.7059,0.0897,1.9402,0.12
XGB,800,1,9,0.873333,1.7096,0.0891,1.9329,0.11
XGB,800,1,-1,0.873333,1.7086,0.0872,1.9348,0.0
XGB,800,2,0,0.878333,1.7022,0.0875,1.9191,0.14
XGB,800,2,1,0.873333,1.7024,0.0884,1.9253,0.13
XGB,800,2,2,0.87,1.6944,0.0915,1.9345,0.13
XGB,800,2,3,0.868333,1.7005,0.0874,1.9231,0.13
XGB,800,2,4,0.868333,1.6964,0.0873,1.9209,0.13
XGB,800,2,5,0.868333,1.6962,0.0894,1.9284,0.13
XGB,800,2,6,0.875,1.7041,0.0877,1.9207,0.13
XGB,800,2,7,0.87,1.6964,0.0896,1.9219,0.13
XGB,800,2,8,0.87,1.6991,0.0892,1.9259,0.13
XGB,800,2,9,0.865,1.7006,0.0881,1.9248,0.14
XGB,800,2,-1,0.871667,1.6992,0.0879,1.9234,0.0
XGB,800,3,0,0.871667,1.7019,0.0862,1.9094,0.13
XGB,800,3,1,0.876667,1.6983,0.0889,1.9105,0.13
XGB,800,3,2,0.873333,1.7,0.0892,1.9094,0.13
XGB,800,3,3,0.878333,1.7072,0.0848,1.9059,0.13
XGB,800,3,4,0.876667,1.7061,0.0797,1.9039,0.13
XGB,800,3,5,0.873333,1.697,0.0863,1.9089,0.13
XGB,800,3,6,0.87,1.7009,0.0866,1.9122,0.13
XGB,800,3,7,0.876667,1.7,0.0841,1.9098,0.14
XGB,800,3,8,0.88,1.7066,0.0864,1.906,0.14
XGB,800,3,9,0.873333,1.7033,0.0856,1.9083,0.13
XGB,800,3,-1,0.875,1.7021,0.0849,1.9076,0.0
XGB,800,4,0,0.878333,1.7324,0.0742,1.9359,0.13
XGB,800,4,1,0.873333,1.7315,0.0727,1.9331,0.13
XGB,800,4,2,0.87,1.7271,0.0752,1.9396,0.13
XGB,800,4,3,0.876667,1.7341,0.0749,1.9346,0.13
XGB,800,4,4,0.876667,1.7281,0.0748,1.9394,0.13
XGB,800,4,5,0.885,1.7344,0.0724,1.9322,0.14
XGB,800,4,6,0.873333,1.7277,0.0757,1.938,0.13
XGB,800,4,7,0.873333,1.7301,0.0746,1.9411,0.13
XGB,800,4,8,0.883333,1.7282,0.0733,1.9303,0.13
XGB,800,4,9,0.875,1.7265,0.0756,1.9393,0.13
XGB,800,4,-1,0.873333,1.73,0.0735,1.9349,0.0
XGB,800,5,0,0.856667,1.7041,0.0936,1.967,0.13
XGB,800,5,1,0.858333,1.7065,0.0911,1.9568,0.14
XGB,800,5,2,0.86,1.7074,0.0905,1.9579,0.13
XGB,800,5,3,0.853333,1.7045,0.0911,1.9601,0.13
XGB,800,5,4,0.851667,1.7002,0.0953,1.9644,0.13
XGB,800,5,5,0.856667,1.7051,0.0896,1.955,0.13
XGB,800,5,6,0.853333,1.7051,0.0925,1.9646,0.13
XGB,800,5,7,0.863333,1.7103,0.0908,1.9585,0.13
XGB,800,5,8,0.848333,1.7055,0.0918,1.9601,0.12
XGB,800,5,9,0.853333,1.7043,0.0925,1.9634,0.12
XGB,800,5,-1,0.851667,1.7053,0.0912,1.9595,0.0
XGB,800,6,0,0.868333,1.7184,0.0851,1.9407,0.12
XGB,800,6,1,0.871667,1.7189,0.0866,1.9321,0.11
XGB,800,6,2,0.868333,1.7176,0.0885,1.9449,0.13
XGB,800,6,3,0.866667,1.7214,0.088,1.949,0.14
XGB,800,6,4,0.865,1.7208,0.0838,1.9355,0.13
XGB,800,6,5,0.87,1.7215,0.087,1.9487,0.13
XGB,800,6,6,0.868333,1.7221,0.0864,1.9516,0.13
XGB,800,6,7,0.875,1.7219,0.0839,1.9379,0.13
XGB,800,6,8,0.868333,1.7221,0.0837,1.9437,0.13
XGB,800,6,9,0.866667,1.7171,0.0837,1.938,0.13
XGB,800,6,-1,0.868333,1.7202,0.0846,1.9417,0.0
XGB,800,7,0,0.881667,1.7269,0.07,1.9283,0.13
XGB,800,7,1,0.885,1.7355,0.0679,1.9311,0.13
XGB,800,7,2,0.885,1.7315,0.0679,1.9297,0.13
XGB,800,7,3,0.875,1.7246,0.0728,1.9339,0.13
XGB,800,7,4,0.89,1.7379,0.0661,1.9221,0.13
XGB,800,7,5,0.878333,1.7272,0.0715,1.9378,0.13
XGB,800,7,6,0.878333,1.7302,0.0697,1.9347,0.13
XGB,800,7,7,0.883333,1.7305,0.0704,1.9294,0.13
XGB,800,7,8,0.88,1.7315,0.0666,1.9268,0.13
XGB,800,7,9,0.88,1.7311,0.07,1.9341,0.13
XGB,800,7,-1,0.881667,1.7307,0.068,1.9292,0.0
XGB,800,8,0,0.878333,1.727,0.0703,1.9245,0.13
XGB,800,8,1,0.875,1.7197,0.0723,1.9275,0.13
XGB,800,8,2,0.875,1.7248,0.0715,1.9274,0.14
XGB,800,8,3,0.875,1.7212,0.0717,1.9295,0.13
XGB,800,8,4,0.876667,1.7196,0.0728,1.9208,0.13
XGB,800,8,5,0.876667,1.7198,0.0716,1.9299,0.13
XGB,800,8,6,0.875,1.7224,0.0708,1.9207,0.13
XGB,800,8,7,0.876667,1.7265,0.0687,1.9202,0.13
XGB,800,8,8,0.87,1.7219,0.0713,1.9259,0.13
XGB,800,8,9,0.873333,1.7245,0.0693,1.9197,0.14
XGB,800,8,-1,0.878333,1.7227,0.07,1.923,0.0
XGB,800,9,0,0.87,1.7045,0.0806,1.952,0.13
XGB,800,9,1,0.863333,1.7024,0.0788,1.9602,0.13
XGB,800,9,2,0.861667,1.7037,0.0827,1.9592,0.13
XGB,800,9,3,0.868333,1.6962,0.0837,1.96,0.14
XGB,800,9,4,0.865,1.6954,0.0845,1.9623,0.13
XGB,800,9,5,0.863333,1.7048,0.0799,1.9543,0.13
XGB,800,9,6,0.87,1.7023,0.0795,1.956,0.14
XGB,800,9,7,0.863333,1.7041,0.0794,1.9616,0.13
XGB,800,9,8,0.868333,1.7084,0.077,1.9527,0.13
XGB,800,9,9,0.86,1.6977,0.0802,1.9606,0.13
XGB,800,9,-1,0.863333,1.702,0.0794,1.9568,0.0
